company_name,stage,funding_amount,description,headquarter,investor,funded_year,sector
DealShare,Pre-series A,3000000.0,DealShare is a Social Commerce Startup,"Jaipur, ","Omidyar Network, Falcon Edge Capital",2021,Retail
Euler Motors,Pre-series A,4000000.0,Electric Light Commercial Vehicle,"New Delhi, ","Jetty Ventures, Srinivas Anumolu",2021,Manufacturing
Blume Ventures,Pre-series A,40000000.0,Blume Ventures provides pre-series A and early stage funding to tech-focused/tech-enabled ventures.,"Mumbai, ",Avendus,2021,Finance
KoineArth,Pre-series A,1800000.0,"Koinearth is a stealth mode startup working at the intersection of blockchains, machine learning and mechanism design","Bangalore, ",YourNest,2021,IT & Technology
ImaginXP,Pre-series A,1500000.0,ImaginXP is a curriculum company with a focus on training and certification in UX Design and Design Thinking.,"Pune, ",Venture Catalysts,2021,E-learning
Virohan,Pre-series A,3500000.0,Virohan is an edtech company using technology to prepare a future-ready workforce for the healthcare industry.,"Gurugram, ","National Skill Development Corporation, Rianta Capital",2021,E-learning
Apna.co,Pre-series A,12500000.0,Apna is a recruitment platform that gives opportunities for blue or grey collar jobs.,"Bangalore, ","Sequoia Capital India, Rocketship.vc",2021,Business Services
ideaForge,Pre-series A,2000000.0,ideaForge is an Indian company engaged in the development of unmanned aerial systems.,"Mumbai, ","Infosys, Qualcomm Ventures",2021,Manufacturing
Clairco,Pre-series A,500000.0,Clairco provides enhanced air purification and real-time insights for breathable air indoors.,"Bangalore, ","Real Estate Accelerator Program (REAP), AngelList",2021,Energy
Northern Arc,Pre-series A,50000000.0,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,"Chennai, ","Asian Development Bank, U.S. International Development Finance Corp",2021,Finance
Lenskart,Pre-series A,95000000.0,Lenskart is an India-based online shopping portal for eyewear.,"Faridabad, Haryana, ","Kohlberg Kravis Roberts, Temasek Holdings",2021,Consumer Goods
ParkSmart,Pre-series A,3500000.0,ParkSmart is a parking management application.,"New Delhi, ","Shireen Rangaswamy, Dilesh Gathani",2021,Manufacturing
Virohan,Pre-series A,3000000.0,Virohan is an EdTech company that offers healthcare vocational training to students to build a career in the healthcare industry.,"Gurugram, ","Rebright Partners, Wadhwani Foundation",2021,E-learning
BankSathi,Pre-series A,200000.0,"Bank Sathi provides loans, insurance, cards comparison, and approval facility.","New Delhi, ","Dinesh Godara, Aditya Talwar",2021,Finance
Spark Studio,Pre-series A,3500000.0,Online courses to build creativity and confidence in children through extra-curricular learning,"Bangalore, ",Better Capital,2021,E-learning
BlissClub,Pre-series A,2000000.0,"BlissClub is a community first women’s activewear brand. It is a Direct-to-Consumer brand in the active lifestyle space, founded in 2020 by ISB Alum Minu Margeret","Bangalore, ",Elevation Capital,2021,Consumer Goods
BricSpaces,Pre-series A,350000.0,"A prop-tech company that finds and customizes offices, living, or retail spaces based on your requirements.","Bangalore, ",Angel investors,2021,Real Estate
ANSR,Pre-series A,15000000.0,"ANSR Consulting is providing end-to-end services for companies, setting up captive service centers.","Bangalore, ","Sistema Asia Capital, Evolvence India Fund",2021,Business Services
Keito,Pre-series A,3500000.0,"NO-CODE <> Human-assisted machine learning platform for document processing, to break information silos for enterprises","Pune, ","Rajesh Agarwal, Nandkishore Mundada",2021,IT & Technology
Reccy Adventures,Pre-series A,400000.0,Reccy Adventures is an adventure sports startup.,"Gurugram, ","Kallol Banerjee, Jaydeep Barman",2021,Sports
Magenta EV,Pre-series A,15000000.0,Magenta is in the business of Enabling electric mobility & Making electricity clean,"Mumbai, ","JITO Angel Network, LetsVenture",2021,Energy
Karbon Card,Pre-series A,1000000.0,Karbon Card is a financial platform for Indian entrepreneurs.,"Bangalore, ","MyAsia VC, Orios Venture Partners",2021,Finance
Wysa,Pre-series A,5000000.0,Wysa is an AI conversational agent that has been shown to help improve mental health,"Bangalore, ","W Health Ventures, Pi Ventures",2021,IT & Technology
Agnikul,Pre-series A,11000000.0,"Agnikul is a space tech startup that designs, manufactures, tests, and launch orbital class rockets for micro and nano satellites.","Chennai, ","Artha India Ventures, Sriram Krishnan",2021,IT & Technology
LegalPay,Pre-series A,3500000.0,A trusted financial partner for advocates and corporate.,"New Delhi, ",9Unicorns,2021,Finance
Glamplus,Pre-series A,200000.0,India's #1 SaaS based Salon experience Software,"Bangalore, ",Inflection Point Ventures,2021,IT & Technology
Tekie,Pre-series A,1500000.0,"Tekie is a live coding platform for kids that uses the power of storytelling, to make learning to code a movie-like experience.","Gurugram, ","GSV, Multiply Ventures",2021,E-learning
Asirvad Microfinance,Pre-series A,15000000.0,Asirvad Microfinance provides microfinance loans to women from a poor and low-income households.,"Chennai, ","WorldBusiness Capital, Northern Arc",2021,Finance
Avalon Labs,Pre-series A,3500000.0,"Avalon Labs incubates, invests, partners with and spearheads technology companies that are on the cutting edge.","Bangalore, ","Tanglin Ventures, Better Capital, Whiteboard Capital",2021,Finance
Betterhalf.ai,Pre-series A,3000000.0,India’s first and only matrimony app without parents. 10L verified profiles 20L matches 50K relationships 3K marriages,"Bangalore, ","Y Combinator, Rehan A Khan",2021,Others
Koo,Pre-series A,30000000.0,Koo App operates as a microblogging app.,"Bangalore, ","Balaji Srinivasan, Naval Ravikant",2021,Media & Entertainment
Rezo.ai,Pre-series A,3500000.0,Conversational AI platform - Innovate the way you communicate,"Noida, ","Devesh Sachdev, Bhavesh Manglani",2021,IT & Technology
Mentoria,Pre-series A,200000.0,Mentoria is a holistic career discovery platform that enables students to discover themselves and the careers they will enjoy and excel at.,"Mumbai, ","Pradeep K Jaisingh, Jayant Mehrotra",2021,E-learning
Cuvette Tech,Pre-series A,1800000.0,Help startups to find interns who are verified on their software development skills and problem-solving abilities.,"Bangalore, ","Varun Alagh, Harish Daiya",2021,Business Services
Clensta,Pre-series A,600000.0,A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.,"New Delhi, ","IAN Fund, World Startup Factory",2021,Healthcare & Life Sciences
FarMart,Pre-series A,24000000.0,FarMart is a micro-SaaS platform that helps food businesses source high quality produce at affordable prices,"Gurugram, ","Omidyar Network India, Avaana Capital",2021,Agriculture
Kodo Card,Pre-series A,8000000.0,Kodo card is a corporate card for new economy businesses in India.,"Mumbai, ","Brex, Y-Combinator",2021,Finance
Polygon,Pre-series A,3500000.0,Polygon is a blockchain scalability platform.,"Mumbai, ","Mark Cuban, MiH Ventures",2021,Finance
Get My Parking,Pre-series A,6000000.0,"Get My Parking, is a B2B Platform-as-a-Service company.","New Delhi, ","IvyCap Ventures, IAN Fund",2021,Transportation & Logistics
Cellestial,Pre-series A,500000.0,Cellestial E-mobility is a city-based startup working in developing electric tractors with the longest battery life.,"Hyderabad, ","Gurj Aujla, Ashik K",2021,Manufacturing
FanCode,Pre-series A,50000000.0,"FanCode is a multi sport aggregator platform for every sports fan, focusing on long trail sports content and contextual commerce.","Mumbai, ",Dream Sports,2021,Sports
Jai Kisan,Pre-series A,30000000.0,Jai Kisan is a fintech platform that provides sustainable financing for rural emerging markets,"Mumbai, ","The Chatterjee Group, Prophetic Ventures",2021,Finance
Plum,Pre-series A,15000000.0,High quality health insurance and health benefits,"Bangalore, ","Harsh Jain, Lalit Keshre",2021,Healthcare & Life Sciences
ThatMate,Pre-series A,140000.0,ThatMate is a sexual and mental wellness app for teens.,"Satara, ","Supriya Kumari, Premanshu Singh",2021,Healthcare & Life Sciences
Klassroom,Pre-series A,200000.0,Klassroom offers a one-of-a-kind LIVE interactive learning experience to students.,"Mumbai, ",ah! Ventures,2021,E-learning
Convin,Pre-series A,300000.0,Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels.,"Bangalore, ","9Unicorns Accelerator Fund, Sunder Nookala",2021,IT & Technology
Mensa Brands,Pre-series A,50000000.0,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.","Bangalore, ","Accel Partners, Falcon Edge Capital, Norwest Venture Partners",2021,Consumer Goods
Disruptium,Pre-series A,200000.0,A consultancy platform for startups,"Ahmadabad, ",Pravesh Mehta,2021,Business Services
MedTel Healthcare,Pre-series A,5000000.0,An aggregator for Digital Health Clinics in low resource settings.,"Orissia, ",Undisclosed,2021,Healthcare & Life Sciences
Pickright Technologies,Pre-series A,200000.0,Pickright is a fintech marketplace platform for stock market investors and the stock market advisors.,"Bangalore, ","Gaurav Gupta, Vivek Srivatsav",2021,Finance
Ingenium,Pre-series A,3500000.0,Ingenium Education has been pushing e-learning by bringing small and medium sized institutes and schools online.,"New Delhi, ",Lead Angels,2021,E-learning
BharatPe,Pre-series A,6000000.0,"BharatPe is the definitive platform for financial services. We process payments via UPI and POS, and provide credit / loans to our merchants","New Delhi, ","Amplo, Insight Partners",2021,Finance
RuleZero,Pre-series A,1000000.0,Rulezero is a technology platform created by experienced startup executives to automate and manage the equity ownership of a startup.,"Bangalore, ","Induslaw, Reddy Futures",2021,IT & Technology
Rubix Data Sciences,Pre-series A,800000.0,"Rubix Data Sciences focuses on simplifying decision making for Credit, Risk, Compliance, Supply Chain and Marketing professionals in the B2B domain.","Mumbai, ",Undisclosed,2021,IT & Technology
Locobuzz,Pre-series A,4000000.0,LocoBuzz is an analytics-based integrated marketing platform.,"Mumbai, ",Yuj Ventures,2021,IT & Technology
We Founder Circle,Pre-series A,2000000.0,"A global platform of founders for founders offering investment, network and business opportunities.","Mumbai, ",Geekster,2021,Finance
Haqdarshak,Pre-series A,800000.0,Haqdarshak is a tech platform that connects citizens with their eligible welfare schemes.,"Jaipur, ","Manish Subramaniam, Upaya Social Ventures",2021,Finance
Celcius,Pre-series A,3500000.0,The “ONLINE” Cold Chain network for Reefer trucks and Cold storage facilities.,"Mumbai, ",Eaglewings Ventures,2021,Transportation & Logistics
Enthu.ai,Pre-series A,200000.0,Enthu.AI operates as a conversation intelligence startup.,"Chandigarh, ",Appit Simple Infotek,2021,IT & Technology
Myelin Foundry,Pre-series A,1000000.0,"Myelin Foundry is a deep tech product start-up transforming human experiences and industry outcomes by building Artificial Intelligence algorithms on video, voice, and sensor data, for consumer edge devices","Bangalore, ",Beyond Next Ventures,2021,IT & Technology
SuperOps.ai,Pre-series A,3000000.0,SuperOps.ai is an early stage startup in the MSP space.,"Chennai, ","Ramakant Sharma, Elevation Capital",2021,IT & Technology
6Degree,Pre-series A,1000000.0,6Degree is a fashion retail startup that provides a launchpad to fashion talent and brands using a tech-enabled platform.,"Mumbai, ","Keiretsu Forum, SucSEED Venture Partners",2021,Retail
Teachmint,Pre-series A,16500000.0,Teachmint is an online learning platform that focuses on tutor-student connectivity.,"Bangalore, ","Lightspeed India Partners, CM Ventures",2021,E-learning
Sarathi,Pre-series A,100000.0,"Offer a range of services like lab tests, consultation at home, nursing services, emergency services, and appointment management.","Jodhpur, ",Undisclosed,2021,Healthcare & Life Sciences
Jidoka Technologies,Pre-series A,340000.0,"Deliver automation of visual inspection, retaining the power of human intelligence, to enhance quality and efficiency","Chennai, ",Undisclosed,2021,IT & Technology
Rapido,Pre-series A,43000000.0,Rapido is a bike taxi service that encourages people to offer bike rides to other people.,"Bangalore, ","Skycatcher, Nexus Venture Partners",2021,Transportation & Logistics
BYJU'S,Pre-series A,150000000.0,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,"Bangalore, ","Tiga Investments, Baron Capital",2021,E-learning
ElasticRun,Pre-series A,75000000.0,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers.,"Pune, ","Avataar Venture Partners, Kalaari Capital",2021,Retail
Avail Finance,Pre-series A,3000000.0,Avail is a mobile-first platform aiming to financially include the urban mass of India.,"Bangalore, ","Alteria Capital, Matrix Partners India",2021,Finance
Nivesh,Pre-series A,1600000.0,Nivesh.com is a mass market mutual funds investment platform.,"Noida, ","Raghav Kapur, Indian Angel Network",2021,Finance
